net,length_um
rvsingle.dp.rf.rf\[29\]\[10\],36.9
_03848_,36.88
clknet_leaf_74_clk,36.88
rvsingle.dp.rf.rf\[23\]\[6\],36.82
rvsingle.dp.rf.rf\[28\]\[27\],36.8
rvsingle.dp.rf.rf\[28\]\[17\],36.74
clknet_leaf_17_clk,36.72
rvsingle.dp.rf.rf\[20\]\[28\],36.7
_04680_,36.64
_03389_,36.56
rvsingle.dp.rf.rf\[18\]\[11\],36.43
rvsingle.dp.rf.rf\[16\]\[9\],36.38
_01548_,36.34
_05735_,36.32
rvsingle.dp.rf.rf\[13\]\[12\],36.32
rvsingle.dp.rf.rf\[17\]\[28\],36.24
rvsingle.dp.rf.rf\[15\]\[16\],36.22
_04481_,36.135
rvsingle.dp.rf.rf\[16\]\[30\],36.12
rvsingle.dp.rf.rf\[1\]\[2\],36.1
rvsingle.dp.rf.rf\[1\]\[19\],36.01
rvsingle.dp.rf.rf\[22\]\[26\],35.985
_04255_,35.9
rvsingle.dp.rf.rf\[3\]\[9\],35.88
_01339_,35.82
_03273_,35.82
rvsingle.dp.rf.rf\[30\]\[15\],35.82
rvsingle.dp.rf.rf\[22\]\[31\],35.815
rvsingle.dp.rf.rf\[18\]\[31\],35.785
rvsingle.dp.rf.rf\[26\]\[21\],35.765
rvsingle.dp.rf.rf\[1\]\[28\],35.76
_04762_,35.72
rvsingle.dp.rf.rf\[15\]\[2\],35.68
_03683_,35.66
rvsingle.dp.rf.rf\[10\]\[30\],35.655
_02608_,35.64
_04259_,35.64
_02571_,35.52
_04558_,35.52
rvsingle.dp.rf.rf\[14\]\[8\],35.51
rvsingle.dp.rf.rf\[15\]\[12\],35.36
rvsingle.dp.rf.rf\[4\]\[5\],35.33
rvsingle.dp.rf.rf\[31\]\[2\],35.32
rvsingle.dp.rf.rf\[31\]\[30\],35.32
rvsingle.dp.rf.rf\[15\]\[26\],35.2
_02583_,35.18
_01354_,35.16
rvsingle.dp.rf.rf\[26\]\[15\],35.125
_02598_,35.12
_01742_,35.02
rvsingle.dp.rf.rf\[11\]\[6\],34.97
_05177_,34.94
rvsingle.dp.rf.rf\[19\]\[12\],34.94
rvsingle.dp.rf.rf\[29\]\[31\],34.94
rvsingle.dp.rf.rf\[20\]\[18\],34.92
_01803_,34.88
_04120_,34.88
_03911_,34.86
rvsingle.dp.rf.rf\[14\]\[28\],34.825
_02654_,34.74
_04656_,34.72
rvsingle.dp.rf.rf\[18\]\[29\],34.695
rvsingle.dp.rf.rf\[22\]\[19\],34.685
_01818_,34.66
_05101_,34.64
rvsingle.dp.rf.rf\[16\]\[29\],34.58
rvsingle.dp.rf.rf\[11\]\[15\],34.54
rvsingle.dp.rf.rf\[13\]\[14\],34.54
rvsingle.dp.rf.rf\[8\]\[25\],34.5
_03734_,34.46
rvsingle.dp.rf.rf\[13\]\[31\],34.46
_04087_,34.44
rvsingle.dp.rf.rf\[29\]\[7\],34.42
rvsingle.dp.rf.rf\[24\]\[26\],34.38
rvsingle.dp.rf.rf\[11\]\[19\],34.3
_03922_,34.22
_03898_,34.18
rvsingle.dp.rf.rf\[24\]\[24\],34.16
rvsingle.dp.rf.rf\[15\]\[6\],34.14
_03731_,34.005
_03243_,33.98
_02600_,33.96
_01467_,33.9
_03317_,33.885
rvsingle.dp.rf.rf\[27\]\[29\],33.86
rvsingle.dp.rf.rf\[23\]\[11\],33.84
_02232_,33.82
_04903_,33.8
rvsingle.dp.rf.rf\[13\]\[16\],33.78
_03296_,33.74
_03472_,33.74
_05064_,33.7
_05466_,33.7
_01685_,33.68
_01233_,33.64
_04551_,33.64
_03904_,33.62
_02661_,33.6
rvsingle.dp.rf.rf\[3\]\[21\],33.58
rvsingle.dp.rf.rf\[4\]\[12\],33.5
_02249_,33.46
rvsingle.dp.rf.rf\[11\]\[20\],33.4
_03231_,33.32
rvsingle.dp.rf.rf\[3\]\[20\],33.32
_03645_,33.3
_04716_,33.3
_05739_,33.28
rvsingle.dp.rf.rf\[16\]\[17\],33.28
rvsingle.dp.rf.rf\[19\]\[9\],33.22
rvsingle.dp.rf.rf\[25\]\[29\],33.2
rvsingle.dp.rf.rf\[12\]\[15\],33.18
_04060_,33.14
_04588_,33.14
rvsingle.dp.rf.rf\[1\]\[7\],33.12
rvsingle.dp.rf.rf\[30\]\[2\],33.04
rvsingle.dp.rf.rf\[21\]\[17\],33.02
_02725_,33
rvsingle.dp.rf.rf\[19\]\[15\],32.94
rvsingle.dp.rf.rf\[16\]\[19\],32.93
_02680_,32.92
rvsingle.dp.rf.rf\[15\]\[30\],32.92
rvsingle.dp.rf.rf\[15\]\[11\],32.9
_03454_,32.885
rvsingle.dp.rf.rf\[25\]\[0\],32.88
rvsingle.dp.rf.rf\[23\]\[27\],32.79
_03878_,32.78
rvsingle.dp.rf.rf\[1\]\[29\],32.78
_01932_,32.74
rvsingle.dp.rf.rf\[3\]\[24\],32.74
rvsingle.dp.rf.rf\[26\]\[25\],32.705
rvsingle.dp.rf.rf\[14\]\[17\],32.69
rvsingle.dp.rf.rf\[14\]\[6\],32.66
rvsingle.dp.rf.rf\[20\]\[25\],32.66
rvsingle.dp.rf.rf\[29\]\[8\],32.62
_02579_,32.6
_02160_,32.54
_02748_,32.5
rvsingle.dp.rf.rf\[20\]\[30\],32.48
rvsingle.dp.rf.rf\[3\]\[18\],32.48
_02056_,32.46
_03729_,32.455
_03809_,32.42
rvsingle.dp.rf.rf\[14\]\[0\],32.4
_02620_,32.38
rvsingle.dp.rf.rf\[29\]\[6\],32.38
rvsingle.dp.rf.rf\[14\]\[25\],32.3
_03701_,32.26
rvsingle.dp.rf.rf\[11\]\[31\],32.22
rvsingle.dp.rf.rf\[14\]\[19\],32.22
_04709_,32.14
rvsingle.dp.rf.rf\[23\]\[0\],32.14
rvsingle.dp.rf.rf\[26\]\[17\],32.13
_02414_,32.12
rvsingle.dp.rf.rf\[31\]\[7\],32.1
rvsingle.dp.rf.rf\[3\]\[31\],32.1
_02313_,32.06
_02858_,32.06
rvsingle.dp.rf.rf\[26\]\[29\],32.06
_04767_,32.04
_02096_,31.96
rvsingle.dp.rf.rf\[21\]\[22\],31.92
rvsingle.dp.rf.rf\[29\]\[17\],31.92
rvsingle.dp.rf.rf\[20\]\[9\],31.86
rvsingle.dp.rf.rf\[22\]\[22\],31.84
rvsingle.dp.rf.rf\[24\]\[29\],31.84
_02656_,31.8
rvsingle.dp.rf.rf\[21\]\[5\],31.76
_02585_,31.7
_03169_,31.7
rvsingle.dp.rf.rf\[20\]\[23\],31.64
rvsingle.dp.rf.rf\[30\]\[21\],31.64
_02989_,31.6
_04369_,31.58
rvsingle.dp.rf.rf\[22\]\[24\],31.53
_04180_,31.5
_04676_,31.42
rvsingle.dp.rf.rf\[0\]\[17\],31.36
rvsingle.dp.rf.rf\[25\]\[22\],31.34
rvsingle.dp.rf.rf\[21\]\[0\],31.23
_03743_,31.22
_04679_,31.22
_02209_,31.2
rvsingle.dp.rf.rf\[7\]\[19\],31.16
rvsingle.dp.rf.rf\[3\]\[4\],31.14
rvsingle.dp.rf.rf\[22\]\[17\],31.13
rvsingle.dp.rf.rf\[6\]\[30\],31.105
_03123_,31.1
rvsingle.dp.rf.rf\[31\]\[29\],31.08
_04229_,31.06
rvsingle.dp.rf.rf\[13\]\[4\],31.02
rvsingle.dp.rf.rf\[7\]\[24\],31.02
rvsingle.dp.rf.rf\[1\]\[17\],31
rvsingle.dp.rf.rf\[25\]\[31\],31
_02726_,30.98
_01334_,30.96
_02567_,30.92
_04132_,30.9
rvsingle.dp.rf.rf\[21\]\[1\],30.88
rvsingle.dp.rf.rf\[12\]\[25\],30.86
rvsingle.dp.rf.rf\[1\]\[12\],30.8
rvsingle.dp.rf.rf\[7\]\[0\],30.8
rvsingle.dp.rf.rf\[1\]\[14\],30.72
_03500_,30.7
_04222_,30.7
rvsingle.dp.rf.rf\[23\]\[18\],30.7
_01135_,30.66
_04654_,30.58
rvsingle.dp.rf.rf\[1\]\[11\],30.54
rvsingle.dp.rf.rf\[27\]\[1\],30.54
rvsingle.dp.rf.rf\[5\]\[25\],30.44
rvsingle.dp.rf.rf\[22\]\[16\],30.43
_03630_,30.42
_05119_,30.42
_02101_,30.3
_03466_,30.3
rvsingle.dp.rf.rf\[10\]\[18\],30.28
_04489_,30.27
rvsingle.dp.rf.rf\[14\]\[11\],30.2
_01421_,30.18
rvsingle.dp.rf.rf\[27\]\[3\],30.18
_02476_,30.16
_04663_,30.16
rvsingle.dp.rf.rf\[27\]\[20\],30.16
_01081_,30.155
rvsingle.dp.rf.rf\[16\]\[31\],30.14
_02317_,30.1
rvsingle.dp.rf.rf\[15\]\[25\],30.06
rvsingle.dp.rf.rf\[17\]\[30\],30.06
rvsingle.dp.rf.rf\[4\]\[26\],30.04
_01059_,30.02
rvsingle.dp.rf.rf\[7\]\[10\],30.02
_03323_,29.98
rvsingle.dp.rf.rf\[16\]\[11\],29.96
rvsingle.dp.rf.rf\[8\]\[10\],29.96
rvsingle.dp.rf.rf\[1\]\[9\],29.94
rvsingle.dp.rf.rf\[9\]\[4\],29.94
_03405_,29.9
rvsingle.dp.rf.rf\[29\]\[29\],29.88
rvsingle.dp.rf.rf\[1\]\[31\],29.87
_02842_,29.76
_01390_,29.74
rvsingle.dp.rf.rf\[11\]\[14\],29.64
_02515_,29.6
_04966_,29.56
rvsingle.dp.rf.rf\[25\]\[1\],29.56
_01927_,29.46
rvsingle.dp.rf.rf\[21\]\[30\],29.46
_05568_,29.44
rvsingle.dp.rf.rf\[27\]\[26\],29.44
_02761_,29.42
_05749_,29.42
rvsingle.dp.rf.rf\[12\]\[19\],29.36
clknet_leaf_73_clk,29.36
_05418_,29.34
rvsingle.dp.rf.rf\[17\]\[2\],29.34
_01897_,29.26
rvsingle.dp.rf.rf\[20\]\[24\],29.26
rvsingle.dp.rf.rf\[22\]\[20\],29.26
_01761_,29.24
_02373_,29.22
_05753_,29.2
rvsingle.dp.rf.rf\[17\]\[8\],29.2
_02206_,29.18
_03056_,29.16
rvsingle.dp.rf.rf\[10\]\[28\],29.15
rvsingle.dp.rf.rf\[12\]\[31\],29.06
rvsingle.dp.rf.rf\[18\]\[2\],29.06
rvsingle.dp.rf.rf\[3\]\[19\],29.06
_02521_,29.03
_05142_,28.98
rvsingle.dp.rf.rf\[19\]\[8\],28.975
_03281_,28.96
rvsingle.dp.rf.rf\[0\]\[20\],28.96
_01894_,28.94
_03903_,28.86
rvsingle.dp.rf.rf\[16\]\[27\],28.86
rvsingle.dp.rf.rf\[11\]\[5\],28.84
rvsingle.dp.rf.rf\[5\]\[9\],28.82
rvsingle.dp.rf.rf\[12\]\[7\],28.78
_02913_,28.76
rvsingle.dp.rf.rf\[9\]\[7\],28.74
_03109_,28.72
_02098_,28.7
rvsingle.dp.rf.rf\[5\]\[15\],28.7
rvsingle.dp.rf.rf\[25\]\[18\],28.695
_01398_,28.68
_03302_,28.62
_02915_,28.58
rvsingle.dp.rf.rf\[24\]\[19\],28.58
_03567_,28.52
_04282_,28.52
_02009_,28.5
_04000_,28.48
rvsingle.dp.rf.rf\[16\]\[28\],28.48
_01386_,28.375
rvsingle.dp.rf.rf\[13\]\[17\],28.32
_04644_,28.28
_02038_,28.26
_04529_,28.26
rvsingle.dp.rf.rf\[23\]\[4\],28.26
rvsingle.dp.rf.rf\[9\]\[23\],28.22
rvsingle.dp.rf.rf\[21\]\[9\],28.18
_03938_,28.16
rvsingle.dp.rf.rf\[6\]\[15\],28.125
rvsingle.dp.rf.rf\[11\]\[13\],28.12
rvsingle.dp.rf.rf\[10\]\[16\],28.025
_04099_,28.02
rvsingle.dp.rf.rf\[25\]\[30\],28.02
rvsingle.dp.rf.rf\[18\]\[28\],28
rvsingle.dp.rf.rf\[23\]\[12\],27.94
_03587_,27.93
_02631_,27.92
_03650_,27.89
_04301_,27.86
rvsingle.dp.rf.rf\[2\]\[23\],27.85
_05156_,27.82
rvsingle.dp.rf.rf\[11\]\[24\],27.8
rvsingle.dp.rf.rf\[12\]\[16\],27.78
_03814_,27.72
rvsingle.dp.rf.rf\[17\]\[17\],27.72
rvsingle.dp.rf.rf\[7\]\[27\],27.72
net820,27.7
rvsingle.dp.rf.rf\[29\]\[0\],27.67
_04627_,27.62
_01731_,27.58
rvsingle.dp.rf.rf\[13\]\[2\],27.54
rvsingle.dp.rf.rf\[3\]\[7\],27.54
_04022_,27.52
rvsingle.dp.rf.rf\[9\]\[11\],27.49
rvsingle.dp.rf.rf\[31\]\[25\],27.48
_04053_,27.45
rvsingle.dp.rf.rf\[23\]\[15\],27.435
rvsingle.dp.rf.rf\[11\]\[1\],27.36
clknet_leaf_47_clk,27.3
rvsingle.dp.rf.rf\[0\]\[4\],27.28
rvsingle.dp.rf.rf\[8\]\[21\],27.26
rvsingle.dp.rf.rf\[25\]\[24\],27.24
rvsingle.dp.rf.rf\[12\]\[28\],27.18
_02709_,27.12
_03052_,27.12
_01840_,27.02
_02019_,27.02
rvsingle.dp.rf.rf\[0\]\[24\],27.02
_01325_,27
_02844_,27
_04744_,26.98
rvsingle.dp.rf.rf\[22\]\[18\],26.96
rvsingle.dp.rf.rf\[1\]\[18\],26.92
_05102_,26.9
_01348_,26.86
rvsingle.dp.rf.rf\[11\]\[9\],26.85
_04116_,26.84
_04163_,26.84
rvsingle.dp.rf.rf\[0\]\[22\],26.84
rvsingle.dp.rf.rf\[12\]\[12\],26.82
rvsingle.dp.rf.rf\[28\]\[11\],26.78
_03030_,26.76
rvsingle.dp.rf.rf\[22\]\[21\],26.74
rvsingle.dp.rf.rf\[4\]\[24\],26.725
_04129_,26.72
rvsingle.dp.rf.rf\[11\]\[12\],26.72
rvsingle.dp.rf.rf\[1\]\[4\],26.72
rvsingle.dp.rf.rf\[25\]\[26\],26.7
_02890_,26.68
_01585_,26.66
rvsingle.dp.rf.rf\[18\]\[30\],26.66
_01553_,26.64
rvsingle.dp.rf.rf\[12\]\[11\],26.64
_05745_,26.62
rvsingle.dp.rf.rf\[6\]\[11\],26.61
_02860_,26.6
_01623_,26.5
_01370_,26.48
rvsingle.dp.rf.rf\[14\]\[2\],26.48
_04296_,26.46
rvsingle.dp.rf.rf\[5\]\[12\],26.45
_03513_,26.36
_04535_,26.34
_02850_,26.32
rvsingle.dp.rf.rf\[5\]\[10\],26.28
_02387_,26.26
_02698_,26.24
rvsingle.dp.rf.rf\[15\]\[17\],26.18
rvsingle.dp.rf.rf\[26\]\[22\],26.18
_04349_,26.16
_03167_,26.14
_04585_,26.14
_02534_,26.08
rvsingle.dp.rf.rf\[29\]\[2\],26.08
rvsingle.dp.rf.rf\[0\]\[8\],26.06
rvsingle.dp.rf.rf\[21\]\[16\],26.04
rvsingle.dp.rf.rf\[7\]\[30\],26.02
rvsingle.dp.rf.rf\[21\]\[25\],25.98
rvsingle.dp.rf.rf\[6\]\[31\],25.95
_04214_,25.9
rvsingle.dp.rf.rf\[30\]\[24\],25.885
_01204_,25.88
rvsingle.dp.rf.rf\[12\]\[27\],25.88
_04223_,25.86
rvsingle.dp.rf.rf\[7\]\[29\],25.86
rvsingle.dp.rf.rf\[27\]\[5\],25.84
_04294_,25.82
_04573_,25.81
rvsingle.dp.rf.rf\[8\]\[29\],25.8
rvsingle.dp.rf.rf\[6\]\[16\],25.765
rvsingle.dp.rf.rf\[11\]\[27\],25.74
rvsingle.dp.rf.rf\[1\]\[13\],25.68
_01474_,25.66
_03819_,25.64
rvsingle.dp.rf.rf\[26\]\[26\],25.64
rvsingle.dp.rf.rf\[2\]\[24\],25.625
rvsingle.dp.rf.rf\[28\]\[26\],25.59
_02974_,25.58
_04249_,25.58
_04527_,25.56
rvsingle.dp.rf.rf\[0\]\[30\],25.56
rvsingle.dp.rf.rf\[10\]\[26\],25.56
_05332_,25.54
rvsingle.dp.rf.rf\[23\]\[29\],25.5
rvsingle.dp.rf.rf\[3\]\[1\],25.48
_05736_,25.46
rvsingle.dp.rf.rf\[12\]\[14\],25.46
_01435_,25.44
rvsingle.dp.rf.rf\[25\]\[3\],25.44
_02779_,25.42
_04056_,25.42
_03153_,25.38
_02260_,25.34
_02692_,25.32
rvsingle.dp.rf.rf\[4\]\[15\],25.32
rvsingle.dp.rf.rf\[3\]\[17\],25.23
_01073_,25.22
_04462_,25.22
_02747_,25.18
_04003_,25.18
_03465_,25.14
rvsingle.dp.rf.rf\[22\]\[28\],25.12
_02658_,25.1
_04812_,25.1
rvsingle.dp.rf.rf\[2\]\[30\],25.09
rvsingle.dp.rf.rf\[4\]\[27\],25.04
rvsingle.dp.rf.rf\[30\]\[12\],25.005
rvsingle.dp.rf.rf\[12\]\[17\],24.98
_03827_,24.94
_04539_,24.94
rvsingle.dp.rf.rf\[25\]\[5\],24.9
_02643_,24.88
_01293_,24.85
_03566_,24.84
_01590_,24.83
_02383_,24.82
_03975_,24.8
rvsingle.dp.rf.rf\[6\]\[13\],24.8
_04469_,24.76
_04288_,24.74
_04929_,24.74
_03060_,24.72
_03578_,24.72
_03712_,24.72
rvsingle.dp.rf.rf\[8\]\[13\],24.72
_04667_,24.7
rvsingle.dp.rf.rf\[5\]\[24\],24.68
rvsingle.dp.rf.rf\[10\]\[31\],24.67
_02179_,24.64
_02987_,24.62
_04011_,24.6
_02151_,24.54
_03057_,24.54
rvsingle.dp.rf.rf\[2\]\[8\],24.53
rvsingle.dp.rf.rf\[6\]\[25\],24.525
clknet_leaf_66_clk,24.52
rvsingle.dp.rf.rf\[27\]\[31\],24.48
_01235_,24.46
rvsingle.dp.rf.rf\[9\]\[9\],24.46
_04325_,24.44
_01920_,24.42
_03993_,24.4
_03445_,24.38
_03882_,24.34
_04396_,24.34
_03305_,24.32
rvsingle.dp.rf.rf\[0\]\[12\],24.32
rvsingle.dp.rf.rf\[25\]\[20\],24.32
rvsingle.dp.rf.rf\[7\]\[13\],24.3
rvsingle.dp.rf.rf\[11\]\[8\],24.28
_03365_,24.18
_04577_,24.18
_04651_,24.18
_04213_,24.16
rvsingle.dp.rf.rf\[28\]\[31\],24.16
_03455_,24.14
rvsingle.dp.rf.rf\[17\]\[22\],24.14
_04439_,24.1
_04609_,24.06
rvsingle.dp.rf.rf\[16\]\[4\],24.06
_04168_,24.04
rvsingle.dp.rf.rf\[19\]\[10\],24.04
rvsingle.dp.rf.rf\[9\]\[24\],24.04
_01628_,24.02
rvsingle.dp.rf.rf\[17\]\[9\],24.02
rvsingle.dp.rf.rf\[23\]\[14\],24.02
rvsingle.dp.rf.rf\[7\]\[12\],24.015
_02474_,24
_02900_,24
_04036_,24
rvsingle.dp.rf.rf\[5\]\[30\],23.98
_02192_,23.92
_03046_,23.88
_01776_,23.84
_02141_,23.84
_01344_,23.82
_01931_,23.8
_04497_,23.8
rvsingle.dp.rf.rf\[3\]\[13\],23.8
_03141_,23.79
_02137_,23.76
_03399_,23.74
_03771_,23.7
_04251_,23.7
_05489_,23.7
rvsingle.dp.rf.rf\[4\]\[17\],23.7
rvsingle.dp.rf.rf\[21\]\[24\],23.64
rvsingle.dp.rf.rf\[30\]\[20\],23.64
_02965_,23.62
_03170_,23.62
rvsingle.dp.rf.rf\[10\]\[9\],23.62
_03189_,23.52
_04696_,23.52
_02284_,23.46
rvsingle.dp.rf.rf\[9\]\[30\],23.46
_04522_,23.44
rvsingle.dp.rf.rf\[5\]\[28\],23.44
_02156_,23.38
_04478_,23.38
_02689_,23.36
rvsingle.dp.rf.rf\[10\]\[29\],23.355
rvsingle.dp.rf.rf\[2\]\[14\],23.355
rvsingle.dp.rf.rf\[4\]\[4\],23.34
_02861_,23.32
rvsingle.dp.rf.rf\[23\]\[20\],23.32
_02605_,23.2
_01479_,23.18
_04114_,23.1
rvsingle.dp.rf.rf\[7\]\[3\],23.1
_03398_,23.08
rvsingle.dp.rf.rf\[23\]\[5\],23.08
_05328_,23.06
_03185_,23.04
_04612_,23.04
rvsingle.dp.rf.rf\[13\]\[18\],23.04
rvsingle.dp.rf.rf\[9\]\[8\],23.04
_05734_,23.01
rvsingle.dp.rf.rf\[8\]\[12\],23
rvsingle.dp.rf.rf\[30\]\[23\],22.985
rvsingle.dp.rf.rf\[7\]\[21\],22.93
_03509_,22.92
_03887_,22.92
_05606_,22.86
rvsingle.dp.rf.rf\[11\]\[4\],22.84
_02666_,22.82
rvsingle.dp.rf.rf\[4\]\[13\],22.82
_04055_,22.81
_01773_,22.8
_02664_,22.8
_02372_,22.76
_02441_,22.76
rvsingle.dp.rf.rf\[5\]\[27\],22.76
net821,22.76
_01935_,22.74
_03982_,22.72
_04024_,22.72
rvsingle.dp.rf.rf\[6\]\[7\],22.72
_02263_,22.7
rvsingle.dp.rf.rf\[24\]\[30\],22.7
_01755_,22.66
_01165_,22.64
_04316_,22.64
_03648_,22.63
rvsingle.dp.rf.rf\[10\]\[10\],22.63
_05465_,22.62
_02475_,22.6
_02883_,22.6
_01408_,22.58
rvsingle.dp.rf.rf\[10\]\[11\],22.58
rvsingle.dp.rf.rf\[12\]\[29\],22.58
rvsingle.dp.rf.rf\[7\]\[23\],22.58
net300,22.57
_05161_,22.54
rvsingle.dp.rf.rf\[11\]\[3\],22.48
rvsingle.dp.rf.rf\[26\]\[5\],22.465
_04547_,22.46
_02432_,22.42
rvsingle.dp.rf.rf\[11\]\[16\],22.42
rvsingle.dp.rf.rf\[28\]\[21\],22.42
rvsingle.dp.rf.rf\[4\]\[19\],22.42
_03929_,22.4
_04321_,22.4
rvsingle.dp.rf.rf\[18\]\[4\],22.4
_04615_,22.36
rvsingle.dp.rf.rf\[18\]\[23\],22.31
rvsingle.dp.rf.rf\[5\]\[2\],22.3
_05645_,22.28
rvsingle.dp.rf.rf\[24\]\[9\],22.28
rvsingle.dp.rf.rf\[6\]\[29\],22.27
_03261_,22.24
_04681_,22.24
_04401_,22.2
rvsingle.dp.rf.rf\[12\]\[8\],22.18
_00787_,22.165
rvsingle.dp.rf.rf\[2\]\[9\],22.145
rvsingle.dp.rf.rf\[7\]\[28\],22.12
_01373_,22.08
_01930_,22.02
_03402_,21.995
_01740_,21.98
_03908_,21.98
rvsingle.dp.rf.rf\[10\]\[4\],21.965
rvsingle.dp.rf.rf\[13\]\[13\],21.96
_04451_,21.92
rvsingle.dp.rf.rf\[3\]\[29\],21.92
_04565_,21.9
rvsingle.dp.rf.rf\[6\]\[28\],21.9
_03983_,21.84
rvsingle.dp.rf.rf\[4\]\[7\],21.84
_02348_,21.82
rvsingle.dp.rf.rf\[29\]\[30\],21.82
rvsingle.dp.rf.rf\[9\]\[19\],21.8
_04007_,21.78
_02065_,21.76
rvsingle.dp.rf.rf\[2\]\[19\],21.69
_03853_,21.66
rvsingle.dp.rf.rf\[3\]\[14\],21.64
_04410_,21.62
rvsingle.dp.rf.rf\[12\]\[6\],21.62
_03738_,21.53
_03483_,21.5
net108,21.5
_01306_,21.48
_04607_,21.46
rvsingle.dp.rf.rf\[11\]\[10\],21.46
_04154_,21.44
rvsingle.dp.rf.rf\[23\]\[8\],21.44
rvsingle.dp.rf.rf\[4\]\[10\],21.4
_01831_,21.38
_03062_,21.36
rvsingle.dp.rf.rf\[25\]\[27\],21.36
_01830_,21.34
_02255_,21.32
_03770_,21.26
_04545_,21.26
rvsingle.dp.rf.rf\[0\]\[9\],21.26
_04456_,21.25
_02577_,21.24
_03137_,21.22
rvsingle.dp.rf.rf\[19\]\[29\],21.22
rvsingle.dp.rf.rf\[4\]\[8\],21.2
rvsingle.dp.rf.rf\[21\]\[18\],21.16
rvsingle.dp.rf.rf\[4\]\[18\],21.16
_02454_,21.14
_04001_,21.12
rvsingle.dp.rf.rf\[6\]\[10\],21.105
rvsingle.dp.rf.rf\[3\]\[27\],21.1
_01374_,21.08
_04492_,21.08
_01415_,21.06
_04639_,21.04
rvsingle.dp.rf.rf\[31\]\[9\],21.04
_04674_,21.01
_05683_,21
_02790_,20.98
rvsingle.dp.rf.rf\[5\]\[22\],20.98
_00154_,20.965
_01407_,20.96
_03329_,20.96
rvsingle.dp.rf.rf\[23\]\[10\],20.96
rvsingle.dp.rf.rf\[2\]\[27\],20.94
rvsingle.dp.PCNext\[22\],20.92
rvsingle.dp.rf.rf\[4\]\[23\],20.92
_03230_,20.88
_03394_,20.88
rvsingle.dp.rf.rf\[28\]\[23\],20.88
rvsingle.dp.rf.rf\[26\]\[27\],20.845
_02576_,20.82
_04093_,20.82
_01884_,20.8
_04371_,20.8
_01359_,20.78
_01575_,20.78
_04340_,20.76
rvsingle.dp.rf.rf\[5\]\[23\],20.745
_01361_,20.74
_03661_,20.74
_03618_,20.72
_02068_,20.7
_03625_,20.7
rvsingle.dp.rf.rf\[30\]\[13\],20.7
_04619_,20.68
rvsingle.dp.rf.rf\[27\]\[28\],20.68
_04591_,20.64
_04504_,20.62
_04740_,20.58
_03287_,20.54
rvsingle.dp.rf.rf\[6\]\[9\],20.54
_01913_,20.5
rvsingle.dp.rf.rf\[23\]\[26\],20.5
rvsingle.dp.rf.rf\[19\]\[27\],20.48
_03773_,20.44
_04040_,20.4
_03439_,20.34
_03876_,20.32
_03188_,20.3
_03295_,20.3
_06009_,20.29
rvsingle.dp.rf.rf\[18\]\[17\],20.265
_04528_,20.26
rvsingle.dp.rf.rf\[28\]\[30\],20.26
_02750_,20.24
_02851_,20.2
_04399_,20.18
rvsingle.dp.rf.rf\[2\]\[29\],20.18
_04503_,20.16
_04008_,20.14
rvsingle.dp.rf.rf\[12\]\[4\],20.1
_01706_,20.08
_03112_,20.08
rvsingle.dp.rf.rf\[24\]\[16\],20.08
_01160_,20.06
_02039_,20.04
_01263_,20
_01391_,20
_03694_,20
rvsingle.dp.rf.rf\[7\]\[31\],20
_01811_,19.94
_02016_,19.94
_03767_,19.94
rvsingle.dp.rf.rf\[7\]\[7\],19.92
rvsingle.dp.rf.rf\[8\]\[2\],19.9
_03815_,19.88
_01411_,19.82
net110,19.82
_03905_,19.8
rvsingle.dp.rf.rf\[26\]\[30\],19.79
_03449_,19.78
rvsingle.dp.rf.rf\[6\]\[14\],19.76
_04250_,19.74
_04753_,19.74
_04438_,19.72
_04574_,19.7
_04631_,19.7
clknet_leaf_11_clk,19.7
_03727_,19.68
rvsingle.dp.rf.rf\[10\]\[22\],19.665
_03861_,19.66
rvsingle.dp.rf.rf\[30\]\[16\],19.645
_03415_,19.64
_02675_,19.6
_04494_,19.6
_04589_,19.6
rvsingle.dp.rf.rf\[28\]\[29\],19.6
rvsingle.dp.rf.rf\[29\]\[28\],19.58
_05527_,19.56
rvsingle.dp.rf.rf\[28\]\[12\],19.56
_05324_,19.535
_02975_,19.52
_02735_,19.5
rvsingle.dp.rf.rf\[3\]\[10\],19.5
rvsingle.dp.rf.rf\[8\]\[16\],19.44
_01854_,19.42
_03337_,19.4
_02927_,19.38
rvsingle.dp.rf.rf\[8\]\[17\],19.38
_01917_,19.36
_04206_,19.36
_05372_,19.36
rvsingle.dp.rf.rf\[14\]\[4\],19.36
clknet_leaf_91_clk,19.36
_01181_,19.34
rvsingle.dp.rf.rf\[18\]\[8\],19.33
rvsingle.dp.rf.rf\[22\]\[30\],19.295
_03989_,19.28
rvsingle.dp.rf.rf\[8\]\[30\],19.28
_03222_,19.24
_02088_,19.22
_04632_,19.2
_01155_,19.16
rvsingle.dp.rf.rf\[16\]\[23\],19.16
_02142_,19.14
rvsingle.dp.rf.rf\[30\]\[22\],19.13
_03151_,19.12
_04414_,19.12
rvsingle.dp.rf.rf\[1\]\[26\],19.06
rvsingle.dp.rf.rf\[19\]\[31\],19.035
rvsingle.dp.rf.rf\[30\]\[30\],19.01
rvsingle.dp.rf.rf\[30\]\[17\],19
rvsingle.dp.rf.rf\[10\]\[24\],18.99
_03396_,18.98
_03649_,18.98
_02075_,18.94
_02299_,18.94
_04731_,18.94
