net,length_um
_01998_,9.82
_02122_,9.82
_04118_,9.82
_04246_,9.82
_04626_,9.82
_05719_,9.82
_05857_,9.82
_05927_,9.82
_02272_,9.8
_04190_,9.8
_05433_,9.8
_00367_,9.785
_00682_,9.785
_05556_,9.78
_04498_,9.76
net323,9.76
net689,9.76
_01409_,9.75
_00424_,9.745
_01028_,9.745
_01387_,9.74
_01576_,9.74
_04537_,9.74
net558,9.74
_00865_,9.725
_02043_,9.72
_02988_,9.72
net258,9.72
net444,9.72
_04119_,9.7
_04212_,9.7
rvsingle.dp.rf.rf\[15\]\[9\],9.7
net471,9.7
_00209_,9.685
_02808_,9.68
_04510_,9.68
_04653_,9.68
_02139_,9.66
rvsingle.dp.rf.rf\[7\]\[6\],9.66
net537,9.66
_00499_,9.645
_02175_,9.64
_04023_,9.64
_05800_,9.64
_05995_,9.64
_01871_,9.63
_02635_,9.62
_03594_,9.62
_04263_,9.62
net460,9.62
_02135_,9.6
_04485_,9.6
_02154_,9.58
net125,9.58
net667,9.58
net137,9.56
_01651_,9.54
_02752_,9.54
_02990_,9.54
_03289_,9.54
_05793_,9.54
net251,9.54
_00812_,9.535
_02496_,9.52
_02624_,9.52
_03294_,9.52
_03377_,9.52
_03622_,9.52
_05602_,9.52
net32,9.52
net57,9.52
net67,9.52
net68,9.52
net219,9.52
net466,9.52
net569,9.52
net626,9.52
net704,9.52
_01332_,9.5
_01459_,9.5
_03522_,9.5
net120,9.5
_00408_,9.495
_02177_,9.48
_03128_,9.48
_04098_,9.48
_05366_,9.48
_05452_,9.48
_05500_,9.48
_05577_,9.48
_05685_,9.48
_05805_,9.48
_00557_,9.465
_03933_,9.46
rvsingle.dp.rf.rf\[13\]\[11\],9.46
_00203_,9.445
_00470_,9.445
_00824_,9.445
_00941_,9.445
_01534_,9.44
_03001_,9.44
_03858_,9.44
_04508_,9.44
_04819_,9.44
_05159_,9.44
_05811_,9.44
_00734_,9.435
_02067_,9.42
_02795_,9.42
_03440_,9.42
_05051_,9.42
_05440_,9.42
_05968_,9.42
_06112_,9.42
WriteData[0],9.41
WriteData[22],9.41
_00524_,9.405
_00626_,9.405
_00718_,9.405
_00793_,9.405
_00916_,9.405
_01936_,9.4
_02182_,9.4
_03598_,9.4
_04265_,9.4
_04714_,9.4
net61,9.4
net157,9.4
net280,9.4
net451,9.4
net540,9.4
net587,9.4
_02888_,9.36
_02891_,9.36
_03596_,9.36
_04014_,9.36
_05317_,9.36
_06015_,9.36
net493,9.36
net657,9.36
_03503_,9.34
_05614_,9.34
_01661_,9.32
_02595_,9.32
_02645_,9.32
_03348_,9.32
_03780_,9.32
_04233_,9.32
_05100_,9.32
_05279_,9.32
_05504_,9.32
_05715_,9.32
_00497_,9.305
_00502_,9.3
_00938_,9.3
_02977_,9.3
_04960_,9.3
net239,9.3
net361,9.3
net530,9.3
net609,9.3
_00897_,9.295
_00405_,9.285
_01698_,9.28
_01951_,9.28
_03835_,9.28
_04061_,9.28
rvsingle.dp.rf.rf\[7\]\[15\],9.28
net195,9.275
_00237_,9.265
_01719_,9.26
_03471_,9.26
net337,9.26
_01979_,9.24
_02057_,9.24
_02127_,9.24
rvsingle.dp.rf.rf\[12\]\[9\],9.24
net771,9.24
_00394_,9.225
_00428_,9.225
_02542_,9.22
_04471_,9.22
_00301_,9.205
_01799_,9.2
_02407_,9.2
_03916_,9.2
net318,9.2
net644,9.2
net770,9.2
_00505_,9.185
_00928_,9.185
_05233_,9.18
_05888_,9.18
net153,9.18
net602,9.18
net705,9.18
_04538_,9.17
_01783_,9.16
_04077_,9.16
net317,9.16
net531,9.16
net754,9.14
_00700_,9.135
_00256_,9.125
_01254_,9.12
_02290_,9.12
_02862_,9.12
rvsingle.dp.rf.rf\[26\]\[9\],9.12
_02171_,9.08
_02246_,9.08
_03334_,9.08
net152,9.08
_04434_,9.075
_00038_,9.065
_00772_,9.065
_00791_,9.065
_01571_,9.06
_03354_,9.06
_03355_,9.06
_03867_,9.06
_04088_,9.06
_04189_,9.06
_04887_,9.06
_05370_,9.06
net173,9.06
net496,9.06
net750,9.06
net802,9.06
_04311_,9.04
_01636_,9.02
_02390_,9.02
_03430_,9.02
_03672_,9.02
_03718_,9.02
_03776_,9.02
_04413_,9.02
_04514_,9.02
_05162_,9.02
_05321_,9.02
_05423_,9.02
net791,9.02
_01109_,9
_02642_,9
_04412_,9
rvsingle.dp.rf.rf\[6\]\[21\],8.995
_00500_,8.985
_00504_,8.985
_00846_,8.985
_03488_,8.98
_03958_,8.98
_05079_,8.98
_02749_,8.97
_01228_,8.96
_01676_,8.96
_02640_,8.96
_04057_,8.96
_04238_,8.96
_04974_,8.96
_05239_,8.96
_00477_,8.945
_01855_,8.94
_02072_,8.94
_02208_,8.94
_02341_,8.94
_02345_,8.94
_02592_,8.94
_02597_,8.94
_02837_,8.94
_03371_,8.94
_03511_,8.94
_03516_,8.94
_03941_,8.94
_03946_,8.94
net81,8.94
net515,8.94
net687,8.94
_04162_,8.92
_04601_,8.92
_01140_,8.9
_01319_,8.9
_01321_,8.9
_01405_,8.9
_01839_,8.9
_02333_,8.9
_02435_,8.9
_02660_,8.9
_03733_,8.9
_04134_,8.9
_04532_,8.9
_05131_,8.9
_05288_,8.9
_05593_,8.9
_06067_,8.9
_02217_,8.88
_02739_,8.88
_01392_,8.86
_01403_,8.86
_01809_,8.86
_02650_,8.86
_02771_,8.86
_02925_,8.86
_03091_,8.86
net304,8.86
_04261_,8.85
_03832_,8.84
net235,8.84
net429,8.84
net430,8.84
net454,8.84
net617,8.84
net641,8.84
net809,8.84
_01886_,8.82
_02147_,8.82
_02251_,8.82
_04376_,8.82
_04658_,8.82
_02286_,8.8
_04240_,8.8
_04562_,8.8
_04592_,8.8
_05140_,8.8
_05414_,8.8
net808,8.8
_00764_,8.78
_01442_,8.78
_04496_,8.78
_05351_,8.78
_05491_,8.78
net541,8.78
_00232_,8.765
_00719_,8.76
_05302_,8.76
_02855_,8.74
_03291_,8.74
_03660_,8.74
net462,8.74
net724,8.74
_02705_,8.735
WriteData[1],8.73
WriteData[4],8.73
_00478_,8.725
_00584_,8.725
_02328_,8.72
_02509_,8.72
_02728_,8.72
_02880_,8.72
_03320_,8.72
_04262_,8.72
net100,8.72
net268,8.72
_02936_,8.7
_03703_,8.7
_05964_,8.7
net749,8.7
net792,8.7
_03155_,8.68
_00771_,8.675
_00929_,8.665
_02241_,8.665
_03761_,8.66
rvsingle.dp.rf.rf\[2\]\[26\],8.66
_06071_,8.64
_02124_,8.62
_03693_,8.62
_04144_,8.62
net483,8.62
_01252_,8.615
_02966_,8.6
_03610_,8.6
_03674_,8.6
_03685_,8.6
_04684_,8.6
_05313_,8.6
_05834_,8.6
net9,8.6
net203,8.6
net365,8.6
net494,8.6
net508,8.6
net586,8.6
net741,8.6
_01355_,8.58
_03973_,8.58
_04124_,8.58
_04285_,8.58
net801,8.58
_01304_,8.56
_01987_,8.56
_02054_,8.56
_02401_,8.56
_03105_,8.56
_03277_,8.56
_03425_,8.56
_03477_,8.56
_04217_,8.56
_04244_,8.56
_05027_,8.56
_05035_,8.56
rvsingle.dp.rf.rf\[25\]\[7\],8.56
net182,8.56
net375,8.56
net686,8.56
_00289_,8.545
_00658_,8.545
_03691_,8.54
rvsingle.dp.rf.rf\[7\]\[20\],8.54
_00814_,8.535
_00114_,8.525
_01286_,8.52
_02430_,8.52
_02904_,8.52
_04010_,8.52
_04757_,8.52
_04784_,8.52
_04829_,8.52
_01119_,8.5
_02008_,8.5
_02161_,8.5
_02772_,8.5
_03552_,8.5
_03970_,8.5
_05991_,8.5
_01527_,8.48
_01937_,8.48
_01971_,8.48
_02213_,8.48
_02254_,8.48
_02694_,8.48
_03777_,8.48
_03785_,8.48
_04192_,8.48
_04195_,8.48
_04348_,8.48
_05484_,8.48
_05640_,8.48
net249,8.48
net437,8.48
_02203_,8.46
_02423_,8.46
_04257_,8.46
_04326_,8.46
_04416_,8.46
_01609_,8.44
_02453_,8.44
_02612_,8.44
_03966_,8.44
_04242_,8.44
_04956_,8.44
_05284_,8.44
_05563_,8.44
net374,8.44
net730,8.44
_05242_,8.42
_01825_,8.4
_01858_,8.4
_01940_,8.4
_02852_,8.4
_03571_,8.4
_04701_,8.4
_04878_,8.4
_05062_,8.4
_05386_,8.4
_05977_,8.4
_00676_,8.385
_04126_,8.38
net326,8.38
net392,8.38
net532,8.38
net547,8.38
net622,8.38
net669,8.38
net710,8.38
net765,8.38
_00680_,8.365
_03702_,8.36
_03736_,8.36
_03816_,8.36
_04907_,8.36
_02921_,8.35
_00863_,8.34
_04327_,8.34
_06059_,8.34
net355,8.34
net363,8.34
net378,8.34
net424,8.34
net543,8.34
_02219_,8.32
_02501_,8.32
_03303_,8.32
_04179_,8.32
_05095_,8.32
_01366_,8.3
_03870_,8.3
_05674_,8.3
net308,8.3
_00299_,8.28
_01278_,8.28
_02021_,8.28
_02444_,8.28
_02477_,8.28
_03427_,8.28
net524,8.28
_00887_,8.275
WriteData[17],8.27
_00200_,8.265
_04420_,8.26
_02461_,8.24
_02536_,8.24
_02769_,8.24
_02822_,8.24
_02846_,8.24
_03094_,8.24
_03807_,8.24
_04085_,8.24
net383,8.24
net612,8.24
_04432_,8.22
_04597_,8.22
_01318_,8.2
_01560_,8.2
rvsingle.dp.rf.rf\[11\]\[26\],8.2
net8,8.2
rvsingle.dp.PCNext\[12\],8.18
_02767_,8.16
_03028_,8.16
_03136_,8.16
_03191_,8.16
_03583_,8.16
net164,8.16
_01692_,8.14
_02111_,8.14
_02551_,8.14
_02804_,8.14
_03206_,8.14
_03746_,8.14
_03921_,8.14
_03991_,8.14
_04672_,8.14
rvsingle.dp.PCNext\[11\],8.14
net77,8.14
net291,8.14
_01844_,8.12
_05275_,8.12
_05859_,8.12
_00273_,8.105
net194,8.105
_01272_,8.1
_02017_,8.1
_02235_,8.1
_02459_,8.1
_02867_,8.1
_03325_,8.1
_03595_,8.1
_04586_,8.1
_05109_,8.1
_05213_,8.1
_05564_,8.1
_05610_,8.1
_05789_,8.1
_05824_,8.1
_06005_,8.1
_06024_,8.1
_06086_,8.1
net295,8.1
net542,8.1
net700,8.1
net810,8.1
_03149_,8.075
_00427_,8.065
_00475_,8.065
_00697_,8.065
_01639_,8.06
_02069_,8.06
_03362_,8.06
_03411_,8.06
_03817_,8.06
_04986_,8.06
_05583_,8.06
_06131_,8.06
net6,8.06
net578,8.06
_02389_,8.04
_02758_,8.04
_03353_,8.04
_04149_,8.04
_04608_,8.04
_00562_,8.035
_00933_,8.035
_00540_,8.025
_01291_,8.02
_01664_,8.02
_01709_,8.02
_01973_,8.02
_02821_,8.02
_02866_,8.02
_03378_,8.02
_03491_,8.02
_04278_,8.02
net116,8.02
net228,8.02
net315,8.02
net333,8.02
net478,8.02
net788,8.02
net109,8.01
_00805_,8.005
_00947_,8.005
_01841_,8
_05331_,8
_02558_,7.98
_02590_,7.98
_03101_,7.98
_03259_,7.98
_03515_,7.98
_03925_,7.98
_03957_,7.98
_04954_,7.98
_05427_,7.98
_06116_,7.98
net415,7.98
net555,7.98
_01771_,7.96
_05031_,7.96
_05989_,7.96
net336,7.96
_01275_,7.94
_01279_,7.94
_01881_,7.94
_03380_,7.94
_03580_,7.94
_03717_,7.94
_03959_,7.94
_05111_,7.94
_05914_,7.94
_05990_,7.94
_01494_,7.92
_02109_,7.92
_02115_,7.92
_02130_,7.92
_02391_,7.92
_02611_,7.92
_03346_,7.92
_04633_,7.92
net270,7.92
net306,7.92
net322,7.92
net420,7.92
net473,7.92
net632,7.92
net757,7.92
net806,7.92
_01715_,7.9
_02358_,7.9
_02639_,7.9
_02766_,7.9
_04096_,7.9
_04111_,7.9
_04417_,7.9
_05168_,7.9
net467,7.9
net733,7.9
_02938_,7.88
_03079_,7.88
_03168_,7.88
net359,7.88
net683,7.88
net695,7.88
net813,7.88
_04406_,7.86
_04717_,7.86
_05485_,7.86
_00768_,7.845
_01981_,7.82
_03408_,7.82
net259,7.82
net282,7.82
net296,7.82
net305,7.82
net384,7.82
net447,7.82
_03197_,7.815
_00973_,7.8
_01472_,7.8
_01991_,7.8
_03722_,7.78
_03927_,7.78
_05473_,7.78
net3,7.78
_00306_,7.76
_02355_,7.76
_03997_,7.76
_04645_,7.76
rvsingle.dp.PCNext\[14\],7.76
net69,7.76
_02817_,7.74
_02959_,7.74
_03339_,7.72
_01975_,7.7
_02173_,7.7
_03967_,7.7
_03988_,7.7
_04351_,7.7
net29,7.7
_01149_,7.68
_01283_,7.68
_01521_,7.68
_02004_,7.68
_02061_,7.68
_02168_,7.68
_02283_,7.68
_02610_,7.68
_02712_,7.68
_02724_,7.68
_02893_,7.68
_02896_,7.68
_03187_,7.68
_03821_,7.68
_03849_,7.68
_03965_,7.68
_04329_,7.68
_04763_,7.68
_04816_,7.68
_05360_,7.68
_05829_,7.68
_05918_,7.68
_06039_,7.68
net146,7.68
net297,7.68
net338,7.68
net370,7.68
net373,7.68
net556,7.68
net564,7.68
net604,7.68
net649,7.68
net691,7.68
net729,7.68
net768,7.68
_03928_,7.66
_04350_,7.66
_05843_,7.66
_00261_,7.655
_00161_,7.645
_00376_,7.645
_00917_,7.645
_01806_,7.64
_01826_,7.64
_01864_,7.64
_01966_,7.64
_01970_,7.64
_02092_,7.64
_02445_,7.64
_02788_,7.64
_02998_,7.64
_03067_,7.64
_03073_,7.64
_03244_,7.64
_03345_,7.64
_03493_,7.64
_03871_,7.64
_04046_,7.64
_04516_,7.64
_04931_,7.64
_05077_,7.64
_05258_,7.64
_05658_,7.64
_05980_,7.64
net246,7.64
net309,7.64
net352,7.64
net445,7.64
_00234_,7.605
_00257_,7.605
_00290_,7.605
_00729_,7.605
_01678_,7.6
_01816_,7.6
_04072_,7.6
_04997_,7.6
_05217_,7.6
_05237_,7.6
_05260_,7.6
_05379_,7.6
_05529_,7.6
_05656_,7.6
_05850_,7.6
_01356_,7.58
_02713_,7.58
_02785_,7.58
_04269_,7.58
_04501_,7.58
_00485_,7.565
_00763_,7.565
_00987_,7.565
_01714_,7.56
_02428_,7.56
_02552_,7.56
_02615_,7.56
_02720_,7.56
_03388_,7.56
_03576_,7.56
_03627_,7.56
_03711_,7.56
_03945_,7.56
_05026_,7.56
_05781_,7.56
net48,7.56
net208,7.56
net546,7.56
net721,7.56
_00196_,7.545
_02153_,7.54
_03985_,7.54
_04659_,7.54
_00737_,7.525
rvsingle.dp.PCNext\[3\],7.525
_01745_,7.52
_02493_,7.52
_02944_,7.52
_03119_,7.52
_03156_,7.52
_03179_,7.52
_04295_,7.52
_04832_,7.52
_04958_,7.52
_05105_,7.52
_05495_,7.52
_05635_,7.52
_05650_,7.52
_05784_,7.52
_06041_,7.52
_06066_,7.52
_06089_,7.52
_00102_,7.505
_01751_,7.5
_01956_,7.5
_02740_,7.5
_04957_,7.5
_05299_,7.5
rvsingle.dp.rf.rf\[0\]\[14\],7.5
_03327_,7.48
_04243_,7.48
_05056_,7.48
_05135_,7.48
_05335_,7.48
_05570_,7.48
_00659_,7.465
_00496_,7.46
_02707_,7.46
_03695_,7.46
rvsingle.dp.PCNext\[31\],7.46
net218,7.46
net310,7.46
net381,7.46
net500,7.46
net573,7.46
net654,7.46
_00513_,7.445
_02197_,7.44
_02340_,7.44
_02628_,7.44
_03095_,7.44
_04105_,7.44
_04995_,7.44
_05555_,7.44
_05697_,7.44
net479,7.44
_01876_,7.42
_02727_,7.42
_03031_,7.42
_03212_,7.42
_05776_,7.42
net727,7.42
net793,7.42
_01758_,7.4
_03131_,7.4
_04094_,7.4
_05349_,7.4
_00483_,7.385
_01921_,7.38
_02563_,7.36
_03009_,7.36
_03854_,7.36
net226,7.36
net278,7.36
net301,7.36
net342,7.36
net435,7.36
net446,7.36
net458,7.36
net463,7.36
net468,7.36
net575,7.36
_00245_,7.34
_03251_,7.34
_03679_,7.34
net50,7.34
net368,7.34
net484,7.34
net489,7.34
net615,7.34
_04152_,7.32
_04281_,7.32
_00489_,7.305
_02199_,7.3
_05938_,7.3
_02482_,7.28
_03083_,7.28
_03588_,7.28
_00167_,7.265
_03636_,7.26
_04331_,7.26
rvsingle.dp.PCNext\[25\],7.26
net169,7.26
_00634_,7.255
_00115_,7.245
_01401_,7.24
_01495_,7.24
_01718_,7.24
_01912_,7.24
_03670_,7.24
_04287_,7.24
_04557_,7.24
_04700_,7.24
_05312_,7.24
_01380_,7.22
_01849_,7.22
_01993_,7.22
_02042_,7.22
_02051_,7.22
_02134_,7.22
_02310_,7.22
_02436_,7.22
_02591_,7.22
_02994_,7.22
_02999_,7.22
_03162_,7.22
_03344_,7.22
_03862_,7.22
_04074_,7.22
_05091_,7.22
_05270_,7.22
_05434_,7.22
_05810_,7.22
net96,7.22
net114,7.22
net202,7.22
net664,7.22
net772,7.22
_00817_,7.205
_02457_,7.2
_03034_,7.2
_03708_,7.2
_04598_,7.2
_04776_,7.2
_01568_,7.18
_01701_,7.18
_02422_,7.18
_02619_,7.18
_02778_,7.18
_02923_,7.18
_03241_,7.18
_03510_,7.18
_03616_,7.18
_03680_,7.18
_03747_,7.18
_04703_,7.18
_05025_,7.18
_05301_,7.18
_05702_,7.18
_06040_,7.18
net92,7.18
net425,7.18
net497,7.18
_01597_,7.175
_00304_,7.165
_00674_,7.165
_02971_,7.16
_03426_,7.16
_00288_,7.145
_00343_,7.145
_00555_,7.145
_00589_,7.145
_00703_,7.145
_00935_,7.145
_00979_,7.145
_01477_,7.14
_02045_,7.14
_03238_,7.14
_05537_,7.14
_05545_,7.14
_05654_,7.14
_05922_,7.14
_00578_,7.135
_00741_,7.12
_01129_,7.12
_01528_,7.12
_03414_,7.12
_04375_,7.12
_04652_,7.12
_04896_,7.12
_00328_,7.105
_00992_,7.105
_00045_,7.1
_01158_,7.1
_02037_,7.1
_02085_,7.1
_02143_,7.1
_02247_,7.1
_03249_,7.1
_03577_,7.1
_03599_,7.1
_03896_,7.1
_04487_,7.1
_04520_,7.1
_04775_,7.1
_05037_,7.1
_05247_,7.1
_05358_,7.1
_05384_,7.1
_05613_,7.1
_05661_,7.1
_05825_,7.1
_06054_,7.1
rvsingle.dp.rf.rf\[8\]\[11\],7.1
net82,7.1
net439,7.1
net627,7.1
_01712_,7.08
_02561_,7.08
_04164_,7.08
_01163_,7.06
_01929_,7.06
_02230_,7.06
_02489_,7.06
_02838_,7.06
_03485_,7.06
_03498_,7.06
_03556_,7.06
_03912_,7.06
_04307_,7.06
_04998_,7.06
_05009_,7.06
_05171_,7.06
_05200_,7.06
_05333_,7.06
_05413_,7.06
_05470_,7.06
_05581_,7.06
_05803_,7.06
_05907_,7.06
_05911_,7.06
_06102_,7.06
net257,7.06
net814,7.06
net815,7.06
_00252_,7.045
_00751_,7.045
_02602_,7.04
_02781_,7.04
_03810_,7.04
_05952_,7.04
_05958_,7.04
WriteData[20],7.03
_00295_,7.025
_00523_,7.025
_00480_,7
_00724_,7
_02794_,7
_04035_,7
_04198_,7
net221,7
net341,7
net376,7
net504,7
net519,7
net523,7
net608,7
net638,7
net655,7
net762,7
net775,7
_00217_,6.985
_00995_,6.985
_02013_,6.98
_02018_,6.98
_02132_,6.98
_03209_,6.98
_05730_,6.98
rvsingle.dp.rf.rf\[10\]\[27\],6.98
_03632_,6.96
_03686_,6.96
_06122_,6.96
rvsingle.dp.rf.rf\[7\]\[9\],6.96
net328,6.96
net399,6.96
net428,6.96
net465,6.96
net680,6.96
_01892_,6.94
_01986_,6.94
_03753_,6.94
_00244_,6.925
_00465_,6.925
_00577_,6.915
_00021_,6.91
_01368_,6.9
_01484_,6.9
_03274_,6.9
_04730_,6.9
net85,6.9
net294,6.9
net590,6.9
net747,6.9
net759,6.9
_00183_,6.885
_00583_,6.885
_00927_,6.885
_00981_,6.885
_00393_,6.88
_00721_,6.88
_02506_,6.88
_05416_,6.88
net113,6.88
net637,6.88
net760,6.88
_00300_,6.86
_01277_,6.86
_03404_,6.86
_03920_,6.86
_01795_,6.84
_03202_,6.84
_00010_,6.83
_00852_,6.825
net275,6.82
_01046_,6.815
_00430_,6.805
_00750_,6.805
_03225_,6.8
_01775_,6.78
_01995_,6.78
_02416_,6.78
_02553_,6.78
_02823_,6.78
_03236_,6.78
_03544_,6.78
_03551_,6.78
_04045_,6.78
_05644_,6.78
net184,6.78
net205,6.78
net207,6.78
net388,6.78
_02215_,6.775
_00215_,6.765
_00758_,6.765
_01791_,6.76
_02170_,6.76
_02282_,6.76
_02525_,6.76
_03066_,6.76
_03386_,6.76
_03478_,6.76
_03527_,6.76
_03605_,6.76
_03634_,6.76
_04028_,6.76
_04341_,6.76
_05118_,6.76
_05129_,6.76
_05267_,6.76
_05762_,6.76
_05774_,6.76
_05819_,6.76
_05839_,6.76
_05881_,6.76
net12,6.76
net55,6.76
net167,6.76
net248,6.76
net344,6.76
net432,6.76
net476,6.76
net486,6.76
net538,6.76
net572,6.76
net653,6.76
_02580_,6.74
_03435_,6.74
_03550_,6.74
_03553_,6.74
_03641_,6.74
_03716_,6.74
_04360_,6.74
_00238_,6.725
_01343_,6.72
_02032_,6.72
_02105_,6.72
_02118_,6.72
_02486_,6.72
_02703_,6.72
_02917_,6.72
_03005_,6.72
_03032_,6.72
_03419_,6.72
_03612_,6.72
_03653_,6.72
_03860_,6.72
_03915_,6.72
_03930_,6.72
_04145_,6.72
_04594_,6.72
_04621_,6.72
_04873_,6.72
_04883_,6.72
_05820_,6.72
_05933_,6.72
_05963_,6.72
_05970_,6.72
_06057_,6.72
rvsingle.dp.rf.rf\[9\]\[27\],6.72
net379,6.72
_01693_,6.7
net703,6.7
_00190_,6.685
_00242_,6.685
_00532_,6.685
_01005_,6.685
_04542_,6.68
_01741_,6.66
_03374_,6.66
_04067_,6.66
_05518_,6.66
_06065_,6.66
net597,6.66
_00727_,6.645
_00915_,6.645
_01448_,6.64
_01501_,6.64
_01533_,6.64
_02178_,6.64
_02195_,6.64
_02277_,6.64
_02442_,6.64
_02522_,6.64
_02874_,6.64
_02895_,6.64
_03285_,6.64
_03669_,6.64
_04174_,6.64
_04467_,6.64
_04576_,6.64
_04602_,6.64
_04630_,6.64
_04647_,6.64
_04788_,6.64
_05083_,6.64
_05134_,6.64
_05265_,6.64
_05268_,6.64
_05311_,6.64
_05524_,6.64
_05642_,6.64
_05653_,6.64
_05848_,6.64
_05853_,6.64
_06103_,6.64
net136,6.64
net206,6.64
net346,6.64
net455,6.64
net780,6.64
_04710_,6.63
_00043_,6.625
_00077_,6.625
_00754_,6.625
_03266_,6.62
_00166_,6.615
_02672_,6.6
_03351_,6.6
_04106_,6.6
_04871_,6.6
_05150_,6.6
_05262_,6.6
_06026_,6.6
_06128_,6.6
net316,6.6
net799,6.6
_04682_,6.58
_05917_,6.58
_00859_,6.575
_00255_,6.565
_01352_,6.54
_01911_,6.54
_03652_,6.54
_04254_,6.54
net284,6.54
net433,6.54
net509,6.54
net563,6.54
net583,6.54
net619,6.54
net668,6.54
net694,6.54
net718,6.54
net807,6.54
_00982_,6.525
_01879_,6.52
_02040_,6.52
_02354_,6.52
_03315_,6.52
_04043_,6.52
_04227_,6.52
_04690_,6.52
_05283_,6.52
rvsingle.dp.rf.rf\[0\]\[29\],6.52
net599,6.52
_00397_,6.505
_00208_,6.5
_02922_,6.5
net372,6.5
net404,6.5
net743,6.5
net753,6.5
net766,6.5
_02884_,6.48
_00796_,6.475
_00643_,6.465
_00651_,6.465
_04194_,6.46
_00342_,6.445
_02342_,6.44
_02676_,6.44
_03173_,6.44
_03555_,6.44
_03850_,6.44
_04649_,6.44
net74,6.44
net128,6.44
net141,6.44
net385,6.44
net386,6.44
net418,6.44
net487,6.44
net588,6.44
net610,6.44
net725,6.44
net767,6.44
net774,6.44
net798,6.44
net812,6.44
_00762_,6.425
_00809_,6.425
_00384_,6.42
_00622_,6.42
_01982_,6.42
_02516_,6.42
_05802_,6.42
_05944_,6.42
net204,6.42
_01038_,6.405
_01900_,6.4
_02319_,6.4
_05928_,6.4
_00438_,6.385
_00560_,6.385
_02419_,6.38
_03118_,6.38
_04689_,6.38
net78,6.38
_00506_,6.365
_00509_,6.365
_00985_,6.345
_02194_,6.34
_00707_,6.325
_00974_,6.325
_01357_,6.32
_02123_,6.32
_02233_,6.32
_02434_,6.32
_02456_,6.32
_02775_,6.32
_03342_,6.32
_03828_,6.32
_03969_,6.32
_04109_,6.32
_04339_,6.32
_06132_,6.32
net70,6.32
net130,6.32
net477,6.32
_02950_,6.31
_01342_,6.3
_01504_,6.3
_01546_,6.3
_01762_,6.3
_01868_,6.3
_01980_,6.3
_02368_,6.3
_02392_,6.3
_02399_,6.3
_02480_,6.3
_02548_,6.3
_02706_,6.3
_02729_,6.3
_02730_,6.3
_02738_,6.3
_02818_,6.3
_03692_,6.3
_03707_,6.3
_04175_,6.3
_04848_,6.3
_04980_,6.3
_04994_,6.3
_05231_,6.3
_05399_,6.3
_05572_,6.3
_05777_,6.3
_05882_,6.3
_05978_,6.3
_05998_,6.3
net472,6.3
net482,6.3
net507,6.3
net511,6.3
net636,6.3
net709,6.3
net744,6.3
_01547_,6.28
_03250_,6.28
_04963_,6.28
_05521_,6.28
_01174_,6.26
_01237_,6.26
_01922_,6.26
_01945_,6.26
_02024_,6.26
_02052_,6.26
_02218_,6.26
_02523_,6.26
_02623_,6.26
_02756_,6.26
_02782_,6.26
_03409_,6.26
_03621_,6.26
_03651_,6.26
_03829_,6.26
_03951_,6.26
_03963_,6.26
_03995_,6.26
_04205_,6.26
_04275_,6.26
_05241_,6.26
_05259_,6.26
_05486_,6.26
_05502_,6.26
_05720_,6.26
_05764_,6.26
_05785_,6.26
_05821_,6.26
_06014_,6.26
_06084_,6.26
net593,6.26
_00084_,6.225
_00860_,6.225
_01020_,6.225
_00747_,6.2
_01746_,6.2
_02670_,6.2
_02780_,6.2
_02871_,6.2
_03007_,6.2
_03265_,6.2
_04150_,6.2
_04173_,6.2
_04237_,6.2
_04523_,6.2
_05048_,6.2
_05507_,6.2
_05903_,6.2
net335,6.2
net459,6.2
_03926_,6.195
_00155_,6.185
_00236_,6.185
_00251_,6.185
_00425_,6.185
_00503_,6.185
_00756_,6.185
_01895_,6.18
_02106_,6.18
_02245_,6.18
_02465_,6.18
_02898_,6.18
_02899_,6.18
_03029_,6.18
_03293_,6.18
_03319_,6.18
_03506_,6.18
_03542_,6.18
_03709_,6.18
_03760_,6.18
_03902_,6.18
_04555_,6.18
_04899_,6.18
_04936_,6.18
_05310_,6.18
_05451_,6.18
_05900_,6.18
_06115_,6.18
net22,6.18
net693,6.18
net698,6.18
_00170_,6.165
_00879_,6.165
_01867_,6.14
_02116_,6.14
_02911_,6.14
_03138_,6.14
_03442_,6.14
_03913_,6.14
_04664_,6.14
_04758_,6.14
_04979_,6.14
_05023_,6.14
_05104_,6.14
_05138_,6.14
_05190_,6.14
_05221_,6.14
_05277_,6.14
_05514_,6.14
_05517_,6.14
_05594_,6.14
_05598_,6.14
_05608_,6.14
_05842_,6.14
_05849_,6.14
_05919_,6.14
_05947_,6.14
_05979_,6.14
net155,6.14
net189,6.14
net443,6.14
_05402_,6.12
_06025_,6.12
net350,6.12
_00032_,6.115
_00160_,6.105
_00372_,6.105
_00082_,6.08
_00116_,6.08
_00278_,6.08
_00298_,6.08
_00355_,6.08
_00648_,6.08
_01397_,6.08
_01665_,6.08
net243,6.08
net345,6.08
net427,6.08
net533,6.08
net548,6.08
net589,6.08
net675,6.08
_00855_,6.065
_00910_,6.065
_02678_,6.06
_02882_,6.06
_03658_,6.06
_04104_,6.06
_05121_,6.06
rvsingle.dp.rf.rf\[5\]\[20\],6.06
_00266_,6.04
_00432_,6.04
_00535_,6.04
_00619_,6.04
_01000_,6.04
_01035_,6.04
_01212_,6.04
